ToyStory3_jp	{"follow_request_sent": false, "profile_use_background_image": true, "id": 131160105, "verified": false, "profile_sidebar_fill_color": "ffffff", "profile_text_color": "1e00ff", "followers_count": 2604, "profile_sidebar_border_color": "000000", "location": "", "profile_background_color": "ffffff", "listed_count": 143, "status": {"favorited": false, "contributors": null, "source": "web", "text": "おもちゃ同士の固い絆がテーマの「トイ・ストーリー3」。今回、W杯でチームの要として活躍した大久保嘉人選手と、ヴィッセルの田中英雄選手とのトークショーが、8/2にOSシネマズミント神戸にて開催されます！チケットは7/30から発売開始。お近くの方は是非。　#toystory3jp", "created_at": "Thu Jul 29 12:40:19 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [{"indices": [126, 138], "text": "toystory3jp"}], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 19822534620}, "utc_offset": -36000, "statuses_count": 100, "description": "7.10（土）映画『トイ・ストーリー3』公開記念　日本版ディズニー/ピクサー公式アカウントです。恐れ入りますが、こちらでは皆様からのご質問をお受けすることができません。また、投稿内容は削除させて頂く場合がございますので予めご了承下さい。(C)DISNEY/PIXAR", "friends_count": 3, "profile_link_color": "038543", "profile_image_url": "http://a1.twimg.com/profile_images/809201557/sub2_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/104511799/3twitter.jpg", "name": "映画『トイ・ストーリー３』公式", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "ToyStory3_jp", "url": "http://www.disney.co.jp/toystory/", "created_at": "Fri Apr 09 13:02:26 +0000 2010", "contributors_enabled": false, "time_zone": "Hawaii", "protected": false, "following": false}
neko_doko	{"follow_request_sent": false, "profile_use_background_image": true, "id": 150516238, "verified": false, "profile_sidebar_fill_color": "d5ebf5", "profile_text_color": "17456e", "followers_count": 574, "protected": false, "location": "行方不明", "profile_background_color": "d5ebf5", "listed_count": 61, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://twipple.jp/\" rel=\"nofollow\">ついっぷる</a>", "text": "うわぁ☆ありがとニャー! RT @S82V: @neko_doko 昨日、シネマート心斎橋にて『ネコを探して』前売り券買いました(^-^)v初日に会いに行きますので宜しくですぅ(^-^)", "created_at": "Mon Aug 02 13:18:00 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [16, 21], "id": 114214049, "screen_name": "S82V", "name": "アトレーマン"}, {"indices": [23, 33], "id": 150516238, "screen_name": "neko_doko", "name": "映画『ネコを探して』"}], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20138541838}, "utc_offset": 32400, "statuses_count": 121, "description": "映画『ネコを探して』で行方不明になっている子ネコのクロです。「うちのクロ、見なかった？」と、世界中のネコを訪ねる旅の物語。駅長たまにも聞きに行くよ！8月14日(土)より、渋谷シアター・イメージフォーラムにて公開!!", "friends_count": 112, "profile_link_color": "17456e", "profile_image_url": "http://a2.twimg.com/profile_images/948798838/top2s_normal.JPG", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/107258779/main_chats.JPG", "name": "映画『ネコを探して』", "lang": "ja", "profile_background_tile": true, "favourites_count": 0, "screen_name": "neko_doko", "url": "http://www.neko-doko.com", "created_at": "Tue Jun 01 03:49:48 +0000 2010", "contributors_enabled": false, "time_zone": "Osaka", "profile_sidebar_border_color": "d5ebf5", "following": false}
CHELSEA_MOVIE	{"follow_request_sent": false, "profile_use_background_image": true, "id": 131720122, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 381, "protected": false, "location": "東京都", "profile_background_color": "C0DEED", "listed_count": 42, "status": {"favorited": false, "contributors": null, "source": "web", "text": "５月に映画「ホテルチェルシー」を上映頂いた劇場である「渋谷シアターTSUTAYA」が９月末までで閉館を発表。@theatertsutaya 初日舞台挨拶、２日間のトークイベントの運営にあたりご尽力いただいたスタッフの皆様、改めてお礼申し上げます。#eiga", "created_at": "Mon Aug 02 04:57:06 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [54, 69], "id": 78212015, "screen_name": "theatertsutaya", "name": "渋谷シアターTSUTAYA"}], "hashtags": [{"indices": [123, 128], "text": "eiga"}], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20115472908}, "utc_offset": 32400, "statuses_count": 403, "description": "７月１６日（金）ホテルチェルシーDVD発売、レンタル開始！出演：長澤奈央、鈴木砂羽、アンソニー・ローレン、ダニエル・ウィルキンソン、ジャスティン・モーク、ヒロ・マスダ　音楽：the GazettE 「HEADACHE MAN」", "friends_count": 637, "profile_link_color": "0084B4", "profile_image_url": "http://a1.twimg.com/profile_images/813420069/HC_poster_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": true, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/91058121/HC_poster.jpg", "name": "映画「ホテルチェルシー」公式ツイッター", "lang": "ja", "profile_background_tile": true, "favourites_count": 0, "screen_name": "CHELSEA_MOVIE", "url": "http://www.h-chelsea.com", "created_at": "Sun Apr 11 03:50:36 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "C0DEED", "following": false}
usodakedo_	{"follow_request_sent": false, "profile_use_background_image": true, "id": 142609044, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 616, "protected": false, "location": "東京都千代田区", "profile_background_color": "C0DEED", "listed_count": 56, "status": {"favorited": false, "contributors": null, "source": "web", "text": "@Henbyousi おはようございます！今日も暑いですね～。そう、コミカライズでは、みーくんの顔、がやっぱり皆さん気になるところですよね！こちらも、乞うご期待、です！ #usodakedo", "created_at": "Tue Aug 03 01:55:26 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [0, 10], "id": 83564948, "screen_name": "Henbyousi", "name": "変拍子"}], "hashtags": [{"indices": [85, 95], "text": "usodakedo"}], "urls": []}, "in_reply_to_status_id": 20140228800, "in_reply_to_screen_name": "Henbyousi", "in_reply_to_user_id": 83564948, "place": null, "geo": null, "id": 20185624205}, "utc_offset": 32400, "statuses_count": 355, "description": "映画『嘘つきみーくんと壊れたまーちゃん』公式twitterです、鋭意製作中の現場からつぶやきまくっています。", "friends_count": 1, "profile_link_color": "0084B4", "profile_image_url": "http://a0.twimg.com/profile_images/918324336/____twitter_logo_normal.gif", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/103625033/_______.jpg", "name": "映画『嘘つきみーくんと壊れたまーちゃん』", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "usodakedo_", "url": "http://usodakedo.net/", "created_at": "Tue May 11 08:56:07 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "C0DEED", "following": false}
soup_opera_jp	{"follow_request_sent": false, "profile_use_background_image": true, "id": 151446503, "verified": false, "profile_sidebar_fill_color": "c3beb5", "profile_text_color": "444444", "followers_count": 344, "protected": false, "location": "", "profile_background_color": "ffffff", "listed_count": 7, "status": {"favorited": false, "contributors": null, "source": "web", "text": "公開劇場の発表は、今しばらくお待ちあれ～。RT@yt_ak3_7 @soup_opera_jp 他の地域はまだ公開予定ないんですか！？ぜひぜひ地方でも観たいです＞＜", "created_at": "Sun Aug 01 11:43:55 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [33, 47], "id": 151446503, "screen_name": "soup_opera_jp", "name": "映画『スープ・オペラ』"}], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20056825620}, "utc_offset": null, "statuses_count": 121, "description": "10月2日（土）公開の映画『スープ・オペラ』の公式ツイッターです。ハッシュタグは#soupoperaです。", "friends_count": 0, "profile_link_color": "2e1d25", "profile_image_url": "http://a3.twimg.com/profile_images/1007271259/photo_normal.gif", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/123729503/twitter.gif", "name": "映画『スープ・オペラ』", "lang": "ja", "profile_background_tile": false, "favourites_count": 2, "screen_name": "soup_opera_jp", "url": "http://www.soup-opera.jp/", "created_at": "Thu Jun 03 12:38:24 +0000 2010", "contributors_enabled": false, "time_zone": null, "profile_sidebar_border_color": "a9a295", "following": false}
double_mission	{"follow_request_sent": false, "profile_use_background_image": true, "id": 129730394, "verified": false, "profile_sidebar_fill_color": "efefef", "profile_text_color": "333333", "followers_count": 764, "protected": false, "location": "スパイなので秘密です。", "profile_background_color": "131516", "listed_count": 61, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://www.nibirutech.com\" rel=\"nofollow\">TwitBird</a>", "text": "熱いメッセージ、有り難うございますっ！RT @miyo4730 @double_mission　ねいほう。映画、見てきましたよ。さすが我らのｼﾞｬｯｷｰ。笑いも涙も止まらず、楽しみました。これからもずっとサポートしていきます!!!", "created_at": "Wed Jul 07 06:25:32 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [22, 31], "id": 158178969, "screen_name": "miyo4730", "name": "miyoko"}, {"indices": [32, 47], "id": 129730394, "screen_name": "double_mission", "name": "映画『ダブル・ミッション』"}], "hashtags": [], "urls": []}, "in_reply_to_status_id": 17918570476, "in_reply_to_screen_name": "miyo4730", "in_reply_to_user_id": 158178969, "place": null, "geo": null, "id": 17929016198}, "utc_offset": null, "statuses_count": 294, "description": "初めまして。Wみっちょんです！\r\n\r\nハリウッド進出30周年！ジャッキー・チェン最新主演作！『ダブル・ミッション』公開を記念して、毎日ジャッキー映画をつぶやく人、大募集！\r\n●ハッシュタグは#double_mission", "friends_count": 1392, "profile_link_color": "009999", "profile_image_url": "http://a0.twimg.com/profile_images/909365688/icon_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/94807631/skin2.jpg", "name": "映画『ダブル・ミッション』", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "double_mission", "url": "http://www.w-mission.jp/", "created_at": "Mon Apr 05 06:48:28 +0000 2010", "contributors_enabled": false, "time_zone": null, "profile_sidebar_border_color": "eeeeee", "following": false}
TheRoad_moviejp	{"follow_request_sent": false, "profile_use_background_image": true, "id": 135444633, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 440, "protected": false, "location": "ひたすら南へ移動中", "profile_background_color": "C0DEED", "listed_count": 62, "status": {"favorited": false, "contributors": null, "source": "web", "text": "『ザ・ロード』、ついに明日より公開となります！初日プレゼントも用意しております！ぜひ多くのお客様のご来場、お待ちしております！ #theroadjp", "created_at": "Fri Jun 25 12:10:15 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [{"indices": [64, 74], "text": "theroadjp"}], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 17008903244}, "utc_offset": 32400, "statuses_count": 90, "description": "６/２６(土)公開。映画『ザ･ロード』日本版公式twitterです。\r\nヴィゴ・モーテンセン主演。『ノーカントリー』『すべての美しい馬』原作者コーマック・マッカーシーによる、ピューリッツァー賞に輝く全米ベストセラー「ザ･ロード」、待望の映画化。６/２６(土)ＴＯＨＯシネマズ シャンテほか全国順次ロードショー\r\n", "friends_count": 520, "profile_link_color": "0084B4", "profile_image_url": "http://a2.twimg.com/profile_images/842248914/_____normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/94224588/_____-6.jpg", "name": "映画『ザ・ロード』", "lang": "ja", "profile_background_tile": false, "favourites_count": 1, "screen_name": "TheRoad_moviejp", "url": "http://www.theroad-movie.jp/", "created_at": "Wed Apr 21 09:40:41 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "C0DEED", "following": false}
screen8	{"follow_request_sent": false, "profile_use_background_image": true, "id": 82048411, "verified": false, "profile_sidebar_fill_color": "080808", "profile_text_color": "3C3940", "followers_count": 582, "protected": false, "location": "", "profile_background_color": "000000", "listed_count": 80, "status": {"favorited": false, "contributors": null, "source": "web", "text": "ニューカップルhttp://justjared.buzznet.com/2010/06/24/joseph-gordon-levitt-devon-aoki/　窪塚洋介に似てるから、アジアの血に安心感があるのかも。", "created_at": "Fri Jun 25 14:10:24 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [7, 79], "url": "http://justjared.buzznet.com/2010/06/24/joseph-gordon-levitt-devon-aoki/", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 17016572079}, "utc_offset": -36000, "statuses_count": 94, "description": "映画に関するゴシップ、雑感、豆知識、評論、情報などをつぶやきます。", "friends_count": 21, "profile_link_color": "b8004d", "profile_image_url": "http://a1.twimg.com/profile_images/530494933/clapper-board_normal.gif", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/54096393/0000move.jpg", "name": "映画", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "screen8", "url": null, "created_at": "Tue Oct 13 08:49:18 +0000 2009", "contributors_enabled": false, "time_zone": "Hawaii", "profile_sidebar_border_color": "db5e5e", "following": false}
referee_movie	{"follow_request_sent": false, "profile_use_background_image": true, "id": 142509094, "verified": false, "profile_sidebar_fill_color": "fcf4cf", "profile_text_color": "212121", "followers_count": 357, "protected": false, "location": "tokyo", "profile_background_color": "000000", "listed_count": 58, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://cotweet.com/?utm_source=sp1\" rel=\"nofollow\">CoTweet</a>", "text": "UPLINK X: 『レフェリー　知られざるサッカーの舞台裏』 - 本日の上映は、10:30から。本日は月曜初回割引につき、1000円でご覧いただけます！http://cot.ag/aAPFCX", "created_at": "Mon Aug 02 01:15:57 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [77, 97], "url": "http://cot.ag/aAPFCX", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20102218953}, "utc_offset": 32400, "statuses_count": 139, "description": "UEFA（欧州サッカー連盟）公認ドキュメンタリー映画『レフェリー　知られざるサッカーの舞台裏』公式twitter。2010年5月22日（土）より　渋谷アップリンク・ファクトリー他、全国順次ロードショー！", "friends_count": 63, "profile_link_color": "007a02", "profile_image_url": "http://a2.twimg.com/profile_images/890354138/referee_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/100424815/bg_referee.jpg", "name": "映画『レフェリー』", "lang": "ja", "profile_background_tile": true, "favourites_count": 0, "screen_name": "referee_movie", "url": "http://www.webdice.jp/referee/", "created_at": "Tue May 11 02:15:34 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "ffe78f", "following": false}
harutonotabi	{"follow_request_sent": false, "profile_use_background_image": true, "id": 128189482, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 556, "protected": false, "location": "ÜT: -34.76605,-55.772641", "profile_background_color": "C0DEED", "listed_count": 74, "status": {"favorited": false, "contributors": null, "retweeted_status": {"favorited": false, "contributors": null, "source": "<a href=\"http://twtr.jp\" rel=\"nofollow\">Keitai Web</a>", "text": "先日観た「春との旅」良かった。凄い俳優人で、派手さとか凄い宣伝とかないけど…本当に自然に撮られた日本の現実と生きていく事の真実を知る映画だった。", "created_at": "Thu Jul 29 02:46:00 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 19791906683}, "source": "web", "text": "RT @ykiyo24: 先日観た「春との旅」良かった。凄い俳優人で、派手さとか凄い宣伝とかないけど…本当に自然に撮られた日本の現実と生きていく事の真実を知る映画だった。", "created_at": "Sun Aug 01 03:42:16 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [3, 11], "id": 146752018, "screen_name": "ykiyo24", "name": "野薔薇"}], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20039790188}, "utc_offset": 32400, "statuses_count": 988, "description": "5月22日（土）全国ロードショーの映画『春との旅』の関連情報を製作・宣伝スタッフがつぶやきます！生きる道、きっとある。今を生きる全ての人に贈る人生賛歌。公開まで乞うご期待！コメントお待ちしております！┌(_ _)┐↓", "friends_count": 707, "profile_link_color": "0084B4", "profile_image_url": "http://a1.twimg.com/profile_images/817331729/logo_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/87801124/c.jpg", "name": "映画『春との旅』", "lang": "ja", "profile_background_tile": true, "favourites_count": 24, "screen_name": "harutonotabi", "url": "http://haru-tabi.com/", "created_at": "Wed Mar 31 11:07:40 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "C0DEED", "following": false}
stonesinexile	{"follow_request_sent": false, "profile_use_background_image": true, "id": 159057948, "verified": false, "profile_sidebar_fill_color": "b3b3b3", "profile_text_color": "333333", "followers_count": 369, "protected": false, "location": "tokyo", "profile_background_color": "383838", "listed_count": 33, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://cotweet.com/?utm_source=sp1\" rel=\"nofollow\">CoTweet</a>", "text": "UPLINK FACTORY:　『ストーンズ・イン・エグザイル〜「メイン・ストリートのならず者」の真実』- 本日の上映は、13:00と14:30から。http://cot.ag/b4rF52", "created_at": "Tue Aug 03 01:23:35 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [75, 95], "url": "http://cot.ag/b4rF52", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20183552219}, "utc_offset": 32400, "statuses_count": 185, "description": "2010年7月12日（月）渋谷アップリンク・ファクトリー、新宿K'sシネマ、吉祥寺バウスシアターにて公開する、映画『ストーンズ・イン・エグザイル～「メイン・ストリートのならず者」の真実』公式twitter", "friends_count": 144, "profile_link_color": "ff3838", "profile_image_url": "http://a2.twimg.com/profile_images/1019668278/icon_img_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/115900917/bg_img.jpg", "name": "映画『ストーンズ・イン・エグザイル』", "lang": "ja", "profile_background_tile": true, "favourites_count": 0, "screen_name": "stonesinexile", "url": "http://www.webdice.jp/stonesinexile/", "created_at": "Thu Jun 24 09:59:55 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "000000", "following": false}
eatrip_project	{"follow_request_sent": false, "profile_use_background_image": true, "id": 119340928, "verified": false, "profile_sidebar_fill_color": "FFF7CC", "profile_text_color": "0C3E53", "followers_count": 273, "protected": false, "location": "On the earth", "profile_background_color": "ff0066", "listed_count": 24, "status": {"favorited": false, "contributors": null, "source": "web", "text": "eatrip book 送料無料です！　http://bit.ly/9fanhf　#eatrip", "created_at": "Tue Aug 03 01:45:29 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [{"indices": [41, 48], "text": "eatrip"}], "urls": [{"indices": [20, 40], "url": "http://bit.ly/9fanhf", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20184979900}, "utc_offset": null, "statuses_count": 317, "description": "『おいしい上映会』日本全国＆世界を巡る旅を実施中！\r\n◆eatrip the movie:\r\nContemporary Japanese food culture documentary\r\n【Screenings】http://bit.ly/axc58o\r\n", "friends_count": 0, "profile_link_color": "ff0088", "profile_image_url": "http://a0.twimg.com/profile_images/731477644/eatrip_72x72_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/80311423/eatriped.jpg", "name": "映画『eatrip』", "lang": "ja", "profile_background_tile": true, "favourites_count": 0, "screen_name": "eatrip_project", "url": "http://eatrip.jp", "created_at": "Wed Mar 03 10:29:19 +0000 2010", "contributors_enabled": false, "time_zone": null, "profile_sidebar_border_color": "F2E195", "following": false}
mumashika_movie	{"follow_request_sent": false, "profile_use_background_image": true, "id": 145527007, "verified": false, "profile_sidebar_fill_color": "e6e6e6", "profile_text_color": "666666", "followers_count": 660, "protected": false, "location": "渋谷", "profile_background_color": "0533eb", "listed_count": 34, "status": {"favorited": false, "contributors": null, "source": "web", "text": "『憐れみムマシカ』トークイベント　８／４（水）２０：５０の回　ゲスト：古厩智之監督（『ホームレス中学生』『武士道シックスティーン』）　#eiga", "created_at": "Mon Aug 02 17:01:15 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [{"indices": [67, 72], "text": "eiga"}], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20153455172}, "utc_offset": 32400, "statuses_count": 233, "description": "未確認生物を捏造する男とその家族の物語。2010年7月31日～アップリンクXで公開される映画『憐れみムマシカ』の情報を監督松田がつぶやきます。監督/松田健太郎 出演/浅見小四郎/大塚良重/菜葉菜/河合龍之介/菅田俊 7/31~8/6(13:15/17:00/20:50) 8/7から(15:30/17:10/18:40)", "friends_count": 685, "profile_link_color": "ed2f75", "profile_image_url": "http://a2.twimg.com/profile_images/912141610/mumashika_twitter_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/104883520/mumashika_back2.jpg", "name": "映画『憐れみムマシカ』", "lang": "ja", "profile_background_tile": true, "favourites_count": 0, "screen_name": "mumashika_movie", "url": "http://jellyfishfilm.com/mumashika/", "created_at": "Wed May 19 05:34:29 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "e6e6e6", "following": false}
bokupure	{"follow_request_sent": false, "profile_use_background_image": true, "id": 110361618, "verified": false, "profile_sidebar_fill_color": "82d0f5", "profile_text_color": "333333", "followers_count": 451, "protected": false, "location": "東京都江東区", "profile_background_color": "7accf5", "listed_count": 31, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://www.nibirutech.com\" rel=\"nofollow\">TwitBird</a>", "text": "@Minminomonta フォローありがとうございます！関東近郊でのロードショーは終了してしまいましたが、これからDVDも出る予定ですし、今後ともよろしくお願いします！！ #eiga #movie #cinema #bokupure", "created_at": "Fri Jul 16 17:05:03 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [0, 13], "id": 124418695, "screen_name": "Minminomonta", "name": "みんみのもんた"}], "hashtags": [{"indices": [87, 92], "text": "eiga"}, {"indices": [93, 99], "text": "movie"}, {"indices": [100, 107], "text": "cinema"}, {"indices": [108, 117], "text": "bokupure"}], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": "Minminomonta", "in_reply_to_user_id": 124418695, "place": null, "geo": null, "id": 18701331490}, "utc_offset": 32400, "statuses_count": 1144, "description": "あの新庄剛志が映画をプロデュース！！\nリトルリーグ誕生７０周年記念作品、映画『僕たちのプレイボール』\n6月12日(土)@松本 シネマライツを皮切りにセカンドランも絶賛上映中！！\n\nハッシュタグは #bokupureです！！\n\n出演者:小原裕貴、吉田栄作、羽田美智子、原日出子、髙田延彦、沢木ルカ、江波杏子ほか", "friends_count": 446, "profile_link_color": "0084B4", "profile_image_url": "http://a3.twimg.com/profile_images/827468499/_____normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": true, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/92285175/Twitter_02.jpg", "name": "映画『僕たちのプレイボール』", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "bokupure", "url": "http://www.bokupure.com/", "created_at": "Mon Feb 01 08:07:23 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "C0DEED", "following": false}
ise_mama	{"follow_request_sent": false, "profile_use_background_image": true, "id": 145657564, "verified": false, "profile_sidebar_fill_color": "95E8EC", "profile_text_color": "3C3940", "followers_count": 719, "protected": false, "location": "伊勢市", "profile_background_color": "0099B9", "listed_count": 57, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://www.hootsuite.com\" rel=\"nofollow\">HootSuite</a>", "text": "みなさま、ご応募本当にありがとうございました。ただいま集計中ですので結果発表までもうしばらくおまちくださいね(*^-^*)", "created_at": "Mon Aug 02 00:16:10 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20098556045}, "utc_offset": null, "statuses_count": 87, "description": "伊勢市が舞台の珠玉のラブストーリー映画「半分の月がのぼる空」オフィシャルグッズ販売プロジェクトスタッフです。映画「半分の月がのぼる空」の裏話なども交えつつ、伊勢の情報を配信してます。ただいまプレゼントキャンペーン開催中！詳しくはこちら http://ow.ly/1S2Th", "friends_count": 942, "profile_link_color": "0099B9", "profile_image_url": "http://a1.twimg.com/profile_images/970469577/twitter_normal.png", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1280528898/images/themes/theme4/bg.gif", "name": "映画「半分の月がのぼる空」製作委員会", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "ise_mama", "url": "http://ow.ly/1S2Th", "created_at": "Wed May 19 14:25:29 +0000 2010", "contributors_enabled": false, "time_zone": null, "profile_sidebar_border_color": "5ED4DC", "following": false}
